lineage,pathway_name,direction,significant_contexts,contexts,median_nes,minimum_absolute_nes
mesenchymal_hsc_myofibroblast,Signaling by NTRK1 (TRKA),negative,1,GSE202379::advanced_f3f4_vs_f0_non_end_stage,-1.6733878461082887,1.6733878461082887
endothelial,Interactions of Vpr with host cellular proteins,negative,1,GSE244832::mash_f2f4_group_vs_normal_sensitivity,-1.6721498917915802,1.6721498917915802
endothelial,Global Genome Nucleotide Excision Repair (GG-NER),negative,1,GSE244832::mash_f2f4_group_vs_normal_sensitivity,-1.6715464995776477,1.6715464995776477
endothelial,Synthesis of bile acids and bile salts,negative,1,GSE244832::mash_f2f4_group_vs_normal_sensitivity,-1.6715422616028386,1.6715422616028386
mesenchymal_hsc_myofibroblast,Regulation of CDH11 Expression and Function,negative,1,GSE202379::advanced_f3f4_vs_f0_non_end_stage,-1.6711327244960383,1.6711327244960383
macrophage_monocyte,SCF(Skp2)-mediated degradation of p27/p21,negative,1,GSE256398_human::alcohol_cirrhosis_vs_healthy,-1.6706240352940969,1.6706240352940969
macrophage_monocyte,NRIF signals cell death from the nucleus,negative,1,GSE256398_human::alcohol_cirrhosis_vs_healthy,-1.6699096063798506,1.6699096063798506
endothelial,Polymerase switching on the C-strand of the telomere,negative,1,GSE244832::mash_f2f4_group_vs_normal_sensitivity,-1.6695886319716857,1.6695886319716857
macrophage_monocyte,Endogenous sterols,negative,1,GSE256398_human::mash_cirrhosis_vs_healthy,-1.669091217509933,1.669091217509933
endothelial,Negative Regulation of DNA Double Strand Break Response,negative,1,GSE244832::mash_f2f4_group_vs_normal_sensitivity,-1.6688494646946097,1.6688494646946097
macrophage_monocyte,Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins,negative,1,GSE256398_human::alcohol_cirrhosis_vs_healthy,-1.6668702804787907,1.6668702804787907
mesenchymal_hsc_myofibroblast,Processive synthesis on the lagging strand,negative,1,GSE202379::advanced_f3f4_vs_f0_non_end_stage,-1.6657882792893843,1.6657882792893843
macrophage_monocyte,p130Cas linkage to MAPK signaling for integrins,negative,1,GSE256398_human::alcohol_cirrhosis_vs_healthy,-1.6654938565861086,1.6654938565861086
mesenchymal_hsc_myofibroblast,FRS-mediated FGFR2 signaling,negative,1,GSE202379::advanced_f3f4_vs_f0_non_end_stage,-1.6651789616248875,1.6651789616248875
macrophage_monocyte,RAS processing,negative,1,GSE256398_human::mash_cirrhosis_vs_healthy,-1.6633994629221112,1.6633994629221112
endothelial,Transcriptional Regulation by TP53,negative,1,GSE244832::mash_f2f4_group_vs_normal_sensitivity,-1.6631349733540801,1.6631349733540801
endothelial,RHO GTPase Effectors,negative,1,GSE244832::mash_f2f4_group_vs_normal_sensitivity,-1.6611362981672462,1.6611362981672462
mesenchymal_hsc_myofibroblast,"Adrenaline,noradrenaline inhibits insulin secretion",negative,1,GSE202379::advanced_f3f4_vs_f0_non_end_stage,-1.6608905170237582,1.6608905170237582
mesenchymal_hsc_myofibroblast,RHO GTPases Activate Formins,negative,1,GSE202379::advanced_f3f4_vs_f0_non_end_stage,-1.6578604013418212,1.6578604013418212
endothelial,tRNA processing in the nucleus,negative,1,GSE244832::mash_f2f4_group_vs_normal_sensitivity,-1.657827499972415,1.657827499972415
endothelial,RHOF GTPase cycle,negative,1,GSE244832::mash_f2f4_group_vs_normal_sensitivity,-1.65710977163457,1.65710977163457
endothelial,Late Phase of HIV Life Cycle,negative,1,GSE244832::mash_f2f4_group_vs_normal_sensitivity,-1.6568433880119564,1.6568433880119564
mesenchymal_hsc_myofibroblast,Nuclear Events (kinase and transcription factor activation),negative,1,GSE202379::advanced_f3f4_vs_f0_non_end_stage,-1.6567890730237487,1.6567890730237487
endothelial,COPI-dependent Golgi-to-ER retrograde traffic,negative,1,GSE244832::mash_f2f4_group_vs_normal_sensitivity,-1.656568627602762,1.656568627602762
macrophage_monocyte,Mitochondrial Fatty Acid Beta-Oxidation,negative,1,GSE256398_human::mash_cirrhosis_vs_healthy,-1.6563789515180491,1.6563789515180491
mesenchymal_hsc_myofibroblast,Regulation of Expression and Function of Type II Classical Cadherins,negative,1,GSE202379::advanced_f3f4_vs_f0_non_end_stage,-1.6547706349858011,1.6547706349858011
mesenchymal_hsc_myofibroblast,HCMV Late Events,negative,1,GSE202379::advanced_f3f4_vs_f0_non_end_stage,-1.6524901980382258,1.6524901980382258
mesenchymal_hsc_myofibroblast,VEGFR2 mediated cell proliferation,negative,1,GSE202379::advanced_f3f4_vs_f0_non_end_stage,-1.6523904051812672,1.6523904051812672
mesenchymal_hsc_myofibroblast,G-protein beta:gamma signalling,negative,1,GSE202379::advanced_f3f4_vs_f0_non_end_stage,-1.6515116346828684,1.6515116346828684
mesenchymal_hsc_myofibroblast,Regulation of insulin secretion,negative,1,GSE202379::advanced_f3f4_vs_f0_non_end_stage,-1.6514134431343865,1.6514134431343865
endothelial,HIV Life Cycle,negative,1,GSE244832::mash_f2f4_group_vs_normal_sensitivity,-1.6484079400886,1.6484079400886
endothelial,mRNA Splicing - Minor Pathway,negative,1,GSE244832::mash_f2f4_group_vs_normal_sensitivity,-1.646791141195051,1.646791141195051
